"","word","sentiment"
"2047","kurang beruntung","negatif"
"2048","kurang dikenal","negatif"
"2049","kurang lengkap","negatif"
"2050","kurang menarik","negatif"
"2051","kurang pengalaman","negatif"
"2052","kurang sehat","negatif"
"2053","kurang sopan","negatif"
"2054","kurus","negatif"
"2055","kusut","negatif"
"2056","kutukan","negatif"
"2057","labil","negatif"
"2058","labu","negatif"
"2059","lacur","negatif"
"2060","lalai","negatif"
"2061","lalim","negatif"
"2062","lama","negatif"
"2063","lamban","negatif"
"2064","lambat","negatif"
"2065","lancang","negatif"
"2066","lapis kedua","negatif"
"2067","lapuk","negatif"
"2068","larangan","negatif"
"2069","larut","negatif"
"2070","latency","negatif"
"2071","lawan","negatif"
"2072","lebam","negatif"
"2073","lebih buruk","negatif"
"2074","lebih mahal","negatif"
"2075","lebihan","negatif"
"2076","lecet","negatif"
"2077","ledakan","negatif"
"2078","lekat","negatif"
"2079","lekir","negatif"
"2080","lekuk","negatif"
"2081","lelah","negatif"
"2082","lelucon","negatif"
"2083","lemah","negatif"
"2084","lemak","negatif"
"2085","lemak-kucing","negatif"
"2086","lemas","negatif"
"2087","lembab","negatif"
"2088","lembek","negatif"
"2089","lemot","negatif"
"2090","lendir","negatif"
"2091","lengkap","negatif"
"2092","lengket","negatif"
"2093","lepas","negatif"
"2094","lereng","negatif"
"2095","lesu","negatif"
"2096","letih","negatif"
"2097","letusan","negatif"
"2098","liar","negatif"
"2099","licik","negatif"
"2100","licin","negatif"
"2101","lier","negatif"
"2102","limbah","negatif"
"2103","limbung","negatif"
"2104","linglung","negatif"
"2105","lintah","negatif"
"2106","lirik","negatif"
"2107","longgar","negatif"
"2108","luah","negatif"
"2109","lubang angin","negatif"
"2110","luka","negatif"
"2111","luka bakar","negatif"
"2112","luka lecet","negatif"
"2113","lumpuh","negatif"
"2114","lumpur","negatif"
"2115","lunak","negatif"
"2116","lupa","negatif"
"2117","lusuh","negatif"
"2118","Maaf","negatif"
"2119","mabuk","negatif"
"2120","mabuk kepayang","negatif"
"2121","mafia","negatif"
"2122","mahal","negatif"
"2123","main mata","negatif"
"2124","main perempuan","negatif"
"2125","mainan kerincingan","negatif"
"2126","makian","negatif"
"2127","makin","negatif"
"2128","malang","negatif"
"2129","malapetaka","negatif"
"2130","malas","negatif"
"2131","malu","negatif"
"2132","malu-malu","negatif"
"2133","mampat","negatif"
"2134","mandek","negatif"
"2135","manipulasi","negatif"
"2136","manipulatif","negatif"
"2137","manipulator","negatif"
"2138","manja","negatif"
"2139","marah","negatif"
"2140","marah-marah","negatif"
"2141","marginal","negatif"
"2142","masalah","negatif"
"2143","masam","negatif"
"2144","mati","negatif"
"2145","mati kelaparan","negatif"
"2146","mati lemas","negatif"
"2147","mati rasa","negatif"
"2148","mati-matian","negatif"
"2149","mau bertobat","negatif"
"2150","megap-megap","negatif"
"2151","melalaikan","negatif"
"2152","melambat","negatif"
"2153","melampiaskan","negatif"
"2154","melancarkan","negatif"
"2155","melanggar","negatif"
"2156","melanggar hukum","negatif"
"2157","melanggar susila","negatif"
"2158","melarang","negatif"
"2159","melarikan diri","negatif"
"2160","melawan hukum","negatif"
"2161","melayu","negatif"
"2162","melebih-lebihkan","negatif"
"2163","melecehkan","negatif"
"2164","meledak","negatif"
"2165","melelahkan","negatif"
"2166","melemahkan","negatif"
"2167","melenceng","negatif"
"2168","melengking","negatif"
"2169","melengkingkan","negatif"
"2170","melengkung","negatif"
"2171","melenyapkan","negatif"
"2172","melepaskan","negatif"
"2173","melepuh","negatif"
"2174","meleset","negatif"
"2175","meletakkan-off","negatif"
"2176","melibatkan","negatif"
"2177","melimpahi","negatif"
"2178","melinglungkan","negatif"
"2179","melodramatis","negatif"
"2180","melongo","negatif"
"2181","melongsorkan","negatif"
"2182","melucuti senjata","negatif"
"2183","melukai","negatif"
"2184","meluluhkan","negatif"
"2185","melumpuhkan","negatif"
"2186","melunakkan","negatif"
"2187","meluruhkan","negatif"
"2188","memabukkan","negatif"
"2189","memadamkan","negatif"
"2190","memakan waktu","negatif"
"2191","memaksa","negatif"
"2192","memaksakan","negatif"
"2193","memalsukan","negatif"
"2194","memalukan","negatif"
"2195","memamerkan","negatif"
"2196","memanaskan","negatif"
"2197","memancing","negatif"
"2198","memandang dengan marah","negatif"
"2199","memandang rendah","negatif"
"2200","memanjakan","negatif"
"2201","memar","negatif"
"2202","memarahi","negatif"
"2203","memarahkan","negatif"
"2204","memarut","negatif"
"2205","mematahkan semangat","negatif"
"2206","mematikan","negatif"
"2207","membagi","negatif"
"2208","membahas","negatif"
"2209","membahayakan","negatif"
"2210","membakar","negatif"
"2211","membalas","negatif"
"2212","membalikkan","negatif"
"2213","membanjiri","negatif"
"2214","membantah","negatif"
"2215","Membantah","negatif"
"2216","membara","negatif"
"2217","membatalkan","negatif"
"2218","membatasi","negatif"
"2219","membatu","negatif"
"2220","membayar lebih","negatif"
"2221","membedakan","negatif"
"2222","membeku","negatif"
"2223","membekukan","negatif"
"2224","membela","negatif"
"2225","membelit","negatif"
"2226","membenci","negatif"
"2227","membengisi","negatif"
"2228","memberatkan","negatif"
"2229","memberhentikan","negatif"
"2230","memberontak","negatif"
"2231","membinasakan","negatif"
"2232","membingungkan","negatif"
"2233","membohong","negatif"
"2234","memboikot","negatif"
"2235","memboikot dr masyarakat","negatif"
"2236","membolos","negatif"
"2237","membombardir","negatif"
"2238","membongkar","negatif"
"2239","membosankan","negatif"
"2240","membuang","negatif"
"2241","membuang waktu","negatif"
"2242","membuat","negatif"
"2243","membuat bersedih hati","negatif"
"2244","membuat bingung","negatif"
"2245","membuat kasar","negatif"
"2246","membuat malu","negatif"
"2247","membubuhi gula","negatif"
"2248","membujuk","negatif"
"2249","membunuh","negatif"
"2250","memburuk","negatif"
"2251","memburukkan","negatif"
"2252","memburuknya","negatif"
"2253","membusuk","negatif"
"2254","membutakan","negatif"
"2255","memecat","negatif"
"2256","memekakkan telinga","negatif"
"2257","memenjarakan","negatif"
"2258","mementingkan diri sendiri","negatif"
"2259","memeras","negatif"
"2260","memerciki","negatif"
"2261","memerintahkan","negatif"
"2262","memfitnah","negatif"
"2263","memihak","negatif"
"2264","memikat","negatif"
"2265","memisahkan","negatif"
"2266","memiskinkan","negatif"
"2267","memohon","negatif"
"2268","memperberat","negatif"
"2269","memperbudak","negatif"
"2270","memperdaya","negatif"
"2271","memperdayakan","negatif"
"2272","memperingatkan","negatif"
"2273","memperkosa","negatif"
"2274","memperlambat","negatif"
"2275","memperlemah","negatif"
"2276","mempersiapkan","negatif"
"2277","mempolemikkan","negatif"
"2278","memprihatinkan","negatif"
"2279","mempropagandakan","negatif"
"2280","memprotes","negatif"
"2281","memprovokasi","negatif"
"2282","memuakkan","negatif"
"2283","memuaskan diri","negatif"
"2284","memudarnya","negatif"
"2285","memukul","negatif"
"2286","memukul dengan tongkat","negatif"
"2287","memukul mundur","negatif"
"2288","memuntahkan","negatif"
"2289","memurahkan","negatif"
"2290","memusnahkan","negatif"
"2291","memutar","negatif"
"2292","memutarbalikkan","negatif"
"2293","memutuskan","negatif"
"2294","menabrak","negatif"
"2295","menahan","negatif"
"2296","menakuti","negatif"
"2297","menakutkan","negatif"
"2298","menampar","negatif"
"2299","menanamkan","negatif"
"2300","menangis","negatif"
"2301","menarik diri","negatif"
"2302","menarik kembali","negatif"
"2303","menarik perhatian","negatif"
"2304","menaruh simpati","negatif"
"2305","menasihati","negatif"
"2306","mencabut","negatif"
"2307","mencabut perlindungan hukum","negatif"
"2308","mencaci","negatif"
"2309","mencairkan","negatif"
"2310","mencampuradukkan","negatif"
"2311","mencampuri","negatif"
"2312","mencap","negatif"
"2313","mencekik","negatif"
"2314","mencela","negatif"
"2315","mencemari","negatif"
"2316","mencemaskan","negatif"
"2317","mencemoohkan","negatif"
"2318","mencibir","negatif"
"2319","mencicit","negatif"
"2320","mencium","negatif"
"2321","menciut-ciut","negatif"
"2322","mencla-mencle","negatif"
"2323","mencolok","negatif"
"2324","mencopoti","negatif"
"2325","mencubit","negatif"
"2326","mencuci otak","negatif"
"2327","mencuri","negatif"
"2328","mencurigakan","negatif"
"2329","mendadak","negatif"
"2330","mendakwa","negatif"
"2331","mendatang","negatif"
"2332","mendatangkan","negatif"
"2333","mendeklamasikan","negatif"
"2334","menderita","negatif"
"2335","menderita khayalan","negatif"
"2336","menderita sekali","negatif"
"2337","mendesak","negatif"
"2338","mendesis","negatif"
"2339","mendidih","negatif"
"2340","mendistorsi","negatif"
"2341","menduduki","negatif"
"2342","menegur","negatif"
"2343","menekan","negatif"
"2344","menekankan","negatif"
"2345","menelan","negatif"
"2346","menentang","negatif"
"2347","menertawakan","negatif"
"2348","menetes","negatif"
"2349","mengabaikan","negatif"
"2350","mengaburkan","negatif"
"2351","mengacak","negatif"
"2352","mengacaukan","negatif"
"2353","mengaku","negatif"
"2354","mengakui","negatif"
"2355","mengalihkan","negatif"
"2356","mengambil alih","negatif"
"2357","mengamputasi","negatif"
"2358","mengamuk","negatif"
"2359","mengancam","negatif"
"2360","mengancam jiwa","negatif"
"2361","mengangkat bahu","negatif"
"2362","menganiaya","negatif"
"2363","mengatakan","negatif"
"2364","mengebiri","negatif"
"2365","mengecam","negatif"
"2366","mengecewakan","negatif"
"2367","mengecilkan","negatif"
"2368","mengecilkan hati","negatif"
"2369","mengejan","negatif"
"2370","mengejek","negatif"
"2371","mengejuntukan","negatif"
"2372","mengejutkan","negatif"
"2373","mengeksploitasi","negatif"
"2374","mengeluarkan","negatif"
"2375","mengeluarkan isi perut","negatif"
"2376","mengeluh","negatif"
"2377","mengelupas","negatif"
"2378","mengembara","negatif"
"2379","mengemis","negatif"
"2380","mengendapkan","negatif"
"2381","mengepung","negatif"
"2382","mengerang","negatif"
"2383","mengeras","negatif"
"2384","mengerdilkan","negatif"
"2385","mengerikan","negatif"
"2386","mengering","negatif"
"2387","mengerjakan dengan kurang baik","negatif"
"2388","mengerut","negatif"
"2389","mengesalkan","negatif"
"2390","menggagalkan","negatif"
"2391","menggampangkan","negatif"
"2392","mengganggu","negatif"
"2393","mengganggu ketenangan","negatif"
"2394","menggantikan","negatif"
"2395","menggantung","negatif"
"2396","menggaruk","negatif"
"2397","menggarut","negatif"
"2398","menggasak","negatif"
"2399","menggelapkan","negatif"
"2400","menggelegar","negatif"
"2401","menggelepar","negatif"
"2402","menggeliat-geliut","negatif"
"2403","menggelikan","negatif"
"2404","menggelisahkan","negatif"
"2405","menggemparkan","negatif"
"2406","menggentari","negatif"
"2407","menggerakkan","negatif"
"2408","menggeram","negatif"
"2409","menggerenyet","negatif"
"2410","menggerogoti","negatif"
"2411","menggertak","negatif"
"2412","menggerutu","negatif"
"2413","menggigil","negatif"
"2414","menggigit","negatif"
"2415","menggila","negatif"
"2416","menggiling","negatif"
"2417","menggoda","negatif"
"2418","menggoyang","negatif"
"2419","menggugat","negatif"
"2420","menggugurkan","negatif"
"2421","menggulingkan","negatif"
"2422","menggusarkan","negatif"
"2423","menghadapi","negatif"
"2424","menghalangi","negatif"
"2425","menghalau","negatif"
"2426","menghambat","negatif"
"2427","menghancurkan","negatif"
"2428","menghantui","negatif"
"2429","menghapus","negatif"
"2430","menghapuskan","negatif"
"2431","menghasut","negatif"
"2432","menghebohkan","negatif"
"2433","mengherankan","negatif"
"2434","menghilangkan","negatif"
"2435","menghina","negatif"
"2436","menghinakan","negatif"
"2437","menghindari","negatif"
"2438","menghujat","negatif"
"2439","menghukum","negatif"
"2440","menghukum sebelum memeriksa","negatif"
"2441","mengigau","negatif"
"2442","mengikis","negatif"
"2443","mengindoktrinasikan","negatif"
"2444","mengingkari","negatif"
"2445","menginjak-injak","negatif"
"2446","mengintai","negatif"
"2447","mengintimidasi","negatif"
"2448","mengintip","negatif"
"2449","mengisap","negatif"
"2450","mengkhawatirkan","negatif"
"2451","mengkhianati","negatif"
"2452","mengkritik","negatif"
"2453","mengoceh","negatif"
"2454","mengolesi","negatif"
"2455","mengolok-olok","negatif"
"2456","mengomel","negatif"
"2457","mengorbankan","negatif"
"2458","mengotori","negatif"
"2459","mengotorkan","negatif"
"2460","mengoyakkan","negatif"
"2461","menguap","negatif"
"2462","menguasai","negatif"
"2463","mengumpat","negatif"
"2464","mengumumkan kekurangan","negatif"
"2465","mengundurkan diri","negatif"
"2466","mengurangi","negatif"
"2467","menguras","negatif"
"2468","mengusir","negatif"
"2469","mengutuk","negatif"
"2471","meniadakan","negatif"
"2472","menidurkan","negatif"
"2473","menimbulkan","negatif"
"2474","menimbulkan kebencian","negatif"
"2475","menimpa","negatif"
"2476","menindas","negatif"
"2477","meninggal","negatif"
"2478","meninggal dunia","negatif"
"2479","meninggalkan","negatif"
"2480","meninju","negatif"
"2481","menipu","negatif"
"2482","menitis","negatif"
"2483","menjadi kaya","negatif"
"2484","menjadi terlalu panas","negatif"
"2485","menjarah","negatif"
"2486","menjatuhkan","negatif"
"2487","menjauhkan","negatif"
"2488","menjauhkan diri","negatif"
"2489","menjelekkan","negatif"
"2490","menjemukan","negatif"
"2491","menjengkelkan","negatif"
"2492","menjerat","negatif"
"2493","menjerit","negatif"
"2494","menjijikkan","negatif"
"2495","menjiplak tulisan","negatif"
"2496","menodai","negatif"
"2497","menohok","negatif"
"2498","menolak","negatif"
"2499","mentah","negatif"
"2500","menuduh","negatif"
"2501","menumbangkan","negatif"
"2502","menumpahkan","negatif"
"2503","menunda","negatif"
"2504","menunduk","negatif"
"2505","menundukkan","negatif"
"2506","menuntut","negatif"
"2507","menurun","negatif"
"2508","menurunkan","negatif"
"2509","menurunkan nilai","negatif"
"2510","menusuk","negatif"
"2511","menutup jalan","negatif"
"2512","menyaingi","negatif"
"2513","menyakiti","negatif"
"2514","menyakitkan","negatif"
"2515","menyala","negatif"
"2516","menyalahgunakan","negatif"
"2517","menyalahkan","negatif"
"2518","menyangkal","negatif"
"2519","menyangsikan","negatif"
"2520","menyapa","negatif"
"2521","menyayangkan","negatif"
"2522","menyayat","negatif"
"2523","menyayat hati","negatif"
"2524","menyebalkan","negatif"
"2525","menyedihkan","negatif"
"2526","menyelinap","negatif"
"2527","menyembunyikan","negatif"
"2528","menyengat","negatif"
"2529","menyentakkan","negatif"
"2530","menyerah","negatif"
"2531","menyeramkan","negatif"
"2532","menyerang","negatif"
"2533","menyerbu","negatif"
"2534","menyeret","negatif"
"2535","menyesali","negatif"
"2536","menyesalkan","negatif"
"2537","menyesatkan","negatif"
"2538","menyesatkan pikiran","negatif"
"2539","menyia nyiakan","negatif"
"2540","menyiangi","negatif"
"2541","menyihir","negatif"
"2542","menyiksa","negatif"
"2543","menyilaukan","negatif"
"2544","menyimpang","negatif"
"2545","menyindir","negatif"
"2546","menyinggung","negatif"
"2547","menyita pikiran","negatif"
"2548","menyolok","negatif"
"2549","menyombongkan","negatif"
"2550","menyumbat","negatif"
"2551","menyumpahi","negatif"
"2552","menyusahkan","negatif"
"2553","menyusup","negatif"
"2554","menyusut","negatif"
"2555","meracuni","negatif"
"2556","meragukan","negatif"
"2557","merajalela","negatif"
"2558","merajuk","negatif"
"2559","merampas","negatif"
"2560","merana","negatif"
"2561","merancang","negatif"
"2562","merasa jijik","negatif"
"2563","merata","negatif"
"2564","meratap","negatif"
"2565","meratapi","negatif"
"2566","meraup","negatif"
"2567","merayap","negatif"
"2568","merebut","negatif"
"2569","meremas","negatif"
"2570","meremehkan","negatif"
"2571","merencanakan","negatif"
"2572","merendahkan","negatif"
"2573","merendahkan martabat","negatif"
"2574","merengek","negatif"
"2575","merepet","negatif"
"2576","meresahkan","negatif"
"2577","meretas","negatif"
"2578","merinding","negatif"
"2579","meringis","negatif"
"2580","merobek","negatif"
"2581","merokok","negatif"
"2582","merongrong","negatif"
"2583","merosot","negatif"
"2584","merugikan","negatif"
"2585","merusak","negatif"
"2586","merusak akhlak","negatif"
"2587","merusak bentuk","negatif"
"2588","merusakkan","negatif"
"2589","mewah","negatif"
"2590","mimpi buruk","negatif"
"2591","miring","negatif"
"2592","misinformasi","negatif"
"2593","miskin","negatif"
"2594","misteri","negatif"
"2595","misterius","negatif"
"2596","mitos","negatif"
"2597","momok","negatif"
"2598","mubazir","negatif"
"2599","mudah terharu","negatif"
"2600","mudah tersinggung","negatif"
"2601","mudah tertipu","negatif"
"2602","multi-polarisasi","negatif"
"2603","munafik","negatif"
"2604","mundur","negatif"
"2605","mungil","negatif"
"2606","mungkin","negatif"
"2607","mungkir","negatif"
"2608","muntah","negatif"
"2609","muntahan","negatif"
"2610","muntahan kebencian","negatif"
"2611","murah","negatif"
"2612","murahan","negatif"
"2613","muram","negatif"
"2614","murka","negatif"
"2615","murtad","negatif"
"2616","murung","negatif"
"2617","muslihat","negatif"
"2618","mustahil","negatif"
"2619","musuh","negatif"
"2620","nafsu berahi","negatif"
"2621","nafsu berperang","negatif"
"2622","naif","negatif"
"2623","najis","negatif"
"2624","nakal","negatif"
"2625","ndeso","negatif"
"2626","negatif","negatif"
"2627","nekat","negatif"
"2628","nenek","negatif"
"2629","nepotisme","negatif"
"2630","neraka","negatif"
"2631","neurotik","negatif"
"2632","ngambek","negatif"
"2633","ngawur","negatif"
"2634","ngelantur","negatif"
"2635","ngeri","negatif"
"2636","ngobrol","negatif"
"2637","ngomel","negatif"
"2638","noda","negatif"
"2639","noda-noda","negatif"
"2640","non-aktif","negatif"
"2641","non-keyakinan","negatif"
"2642","nyaring","negatif"
"2643","nyengir","negatif"
"2644","nyeri","negatif"
"2645","nyinyir","negatif"
"2646","nyonya","negatif"
"2647","obat bius","negatif"
"2648","obrolan","negatif"
"2649","obsesif","negatif"
"2650","obyek","negatif"
"2651","ocehan","negatif"
"2652","ogah-ogahan","negatif"
"2653","omelan","negatif"
"2654","omong kosong","negatif"
"2655","oportunistik","negatif"
"2656","oposisi","negatif"
"2657","orak","negatif"
"2658","orang asing","negatif"
"2659","orang bodoh","negatif"
"2660","orang buangan","negatif"
"2661","orang canggung","negatif"
"2662","orang celaka","negatif"
"2663","orang dungu","negatif"
"2664","orang fanatik","negatif"
"2665","orang gila","negatif"
"2666","orang ingkar","negatif"
"2667","orang kikir","negatif"
"2668","orang luar","negatif"
"2669","orang membenci","negatif"
"2670","orang miskin","negatif"
"2671","otokrat","negatif"
"2672","otokratis","negatif"
"2673","otoriter","negatif"
"2674","overakting","negatif"
"2675","padat","negatif"
"2676","pagar","negatif"
"2677","pahit","negatif"
"2678","paksaan","negatif"
"2679","paling aneh","negatif"
"2680","paling kejam","negatif"
"2681","paling lambat","negatif"
"2682","paling menakutkan","negatif"
"2683","palsu","negatif"
"2684","panas","negatif"
"2685","panci","negatif"
"2686","pandangan marah","negatif"
"2687","pandangan yg menghinakan","negatif"
"2688","panggilan","negatif"
"2689","panggilan dari pengadilan","negatif"
"2690","panik","negatif"
"2691","panjang","negatif"
"2692","paradoks","negatif"
"2693","paradoksal","negatif"
"2694","parah","negatif"
"2695","paranoia","negatif"
"2696","paranoid","negatif"
"2697","parasit","negatif"
"2698","paria","negatif"
"2699","parno","negatif"
"2700","parodi","negatif"
"2701","partisan","negatif"
"2702","pasif","negatif"
"2703","pasrah","negatif"
"2704","patah","negatif"
"2705","patah hati","negatif"
"2706","patung","negatif"
"2707","payudara","negatif"
"2708","pecah","negatif"
"2709","pecahnya","negatif"
"2710","pecandu","negatif"
"2711","pecundang","negatif"
"2712","pedas","negatif"
"2713","pedih","negatif"
"2714","pekerja buruk","negatif"
"2715","pekerjaan rumah","negatif"
"2716","pelabuhan","negatif"
"2717","pelacur","negatif"
"2718","pelakunya","negatif"
"2719","pelalaian","negatif"
"2720","pelan-pelan","negatif"
"2721","pelanggar","negatif"
"2722","pelanggar hukum","negatif"
"2723","pelanggaran","negatif"
"2724","pelanggaran hukum","negatif"
"2725","pelawak","negatif"
"2726","pelemahan","negatif"
"2727","pelepasan nafsu berahi","negatif"
"2728","pelit","negatif"
"2729","pelupa","negatif"
"2730","pemabuk","negatif"
"2731","pemalas","negatif"
"2732","pemalsuan","negatif"
"2733","pemarah","negatif"
"2734","pembakar","negatif"
"2735","pembakaran","negatif"
"2736","pembalasan","negatif"
"2737","pembangkang","negatif"
"2738","pembangkangan","negatif"
"2739","pembantaian","negatif"
"2740","pembatalan","negatif"
"2741","pembaur","negatif"
"2742","pembekuan","negatif"
"2743","pembenci","negatif"
"2744","pembengkakan","negatif"
"2745","pemberang","negatif"
"2746","pemberontakan","negatif"
"2747","Pembobolan","negatif"
"2748","pembohong","negatif"
"2749","pembongkar","negatif"
"2750","pemborosan","negatif"
"2751","pembual","negatif"
"2752","pembuangan","negatif"
"2753","pembuatan","negatif"
"2754","pembubaran","negatif"
"2755","pembukaan lagu","negatif"
"2756","pembunuh","negatif"
"2757","pembunuhan","negatif"
"2758","pembunuhan besar-besaran","negatif"
"2759","pemecahan","negatif"
"2760","pemegatan","negatif"
"2761","pemerasan","negatif"
"2762","pemerkosaan","negatif"
"2763","pemfitnah","negatif"
"2764","pemfitnahan","negatif"
"2765","pemilih","negatif"
"2766","pemisahan","negatif"
"2767","pemotongan","negatif"
"2768","pemukulan","negatif"
"2769","pemusnahan","negatif"
"2770","pemutarbalikan","negatif"
"2771","penaklukan","negatif"
"2772","penakut","negatif"
"2773","penalti","negatif"
"2774","penangkapan","negatif"
"2775","pencegah","negatif"
"2776","pencemar","negatif"
"2777","pencemas","negatif"
"2778","pencurian","negatif"
"2779","pendapat","negatif"
"2780","pendendam","negatif"
"2781","penderita","negatif"
"2782","penderitaan","negatif"
"2783","penderitaan mendalam","negatif"
"2784","pendosa","negatif"
"2785","penekanan","negatif"
"2786","pengabaian","negatif"
"2787","pengacau","negatif"
"2788","pengaduan","negatif"
"2789","pengakuan","negatif"
"2790","pengamuk","negatif"
"2791","penganggur","negatif"
"2792","penganiaya","negatif"
"2793","penganiayaan","negatif"
"2794","pengap","negatif"
"2795","pengasingan","negatif"
"2796","pengeboman","negatif"
"2797","pengecualian","negatif"
"2798","pengecut","negatif"
"2799","pengemis","negatif"
"2800","pengenaan","negatif"
"2801","pengepungan","negatif"
"2802","pengeringan","negatif"
"2803","pengganggu","negatif"
"2804","penggerutu","negatif"
"2805","penghancuran","negatif"
"2806","penghasut","negatif"
"2807","penghinaan","negatif"
"2808","penghindaran","negatif"
"2809","penghujatan","negatif"
"2810","penghukuman","negatif"
"2811","pengingatan","negatif"
"2812","pengingkaran","negatif"
"2813","pengiring jenazah","negatif"
"2814","pengkhianat","negatif"
"2815","pengkhianatan","negatif"
"2816","pengkritik","negatif"
"2817","pengobrol","negatif"
"2818","pengotor","negatif"
"2819","pengrusakan","negatif"
"2820","pengumpatan","negatif"
"2821","pengunduran diri","negatif"
"2822","pengurangan","negatif"
"2823","penindas","negatif"
"2824","penindasan","negatif"
"2825","penipu","negatif"
"2826","penipuan","negatif"
"2827","penjahat","negatif"
"2828","penjara","negatif"
"2829","penjara gelap bawah tanah","negatif"
"2830","penjarah","negatif"
"2831","penolakan","negatif"
"2832","penuh","negatif"
"2833","penuh benci","negatif"
"2834","penuh celaan","negatif"
"2835","penuh curiga","negatif"
"2836","penuh dosa","negatif"
"2837","penuh sesal","negatif"
"2838","penumpasan","negatif"
"2839","penundaan","negatif"
"2840","penurunan","negatif"
"2841","penurut","negatif"
"2842","penyadap","negatif"
"2843","penyakit","negatif"
"2844","penyakit gila","negatif"
"2845","penyalahgunaan","negatif"
"2846","penyangkalan","negatif"
"2847","penyederhanaan berlebihan","negatif"
"2848","penyelewengan","negatif"
"2849","penyembunyian","negatif"
"2850","penyendiri","negatif"
"2851","penyerbu","negatif"
"2852","penyergapan","negatif"
"2853","penyesalan","negatif"
"2854","penyesat","negatif"
"2855","penyesatan","negatif"
"2856","penyiksaan","negatif"
"2857","penyimpang","negatif"
"2858","penyimpangan","negatif"
"2859","penyisihan","negatif"
"2860","penyok","negatif"
"2861","penyuapan","negatif"
"2862","penyusup","negatif"
"2863","peot","negatif"
"2864","peradangan","negatif"
"2865","perampas","negatif"
"2866","perampasan","negatif"
"2867","perangkap","negatif"
"2868","perasaan geli","negatif"
"2869","perasaan waswas","negatif"
"2870","perawan tua","negatif"
"2871","perbedaan pendapat","negatif"
"2872","perbuatan jahat","negatif"
"2873","perbudakan","negatif"
"2874","perdarahan","negatif"
"2875","perebut","negatif"
"2876","perempuan jahanam","negatif"
"2877","perfidity","negatif"
"2878","pergolakan","negatif"
"2879","perih sekali","negatif"
"2880","peringatan","negatif"
"2881","perjuangan","negatif"
"2882","perkelahian","negatif"
"2883","perlakuan kejam","negatif"
"2884","perlawanan","negatif"
"2885","perlu","negatif"
"2886","permohonan","negatif"
"2887","permusuhan","negatif"
"2888","perpecahan","negatif"
"2889","persaingan","negatif"
"2890","perselisihan","negatif"
"2891","pertempuran","negatif"
"2892","pertengkaran","negatif"
"2893","pertengkaran sengit","negatif"
"2894","pertentangan","negatif"
"2895","pertikaian","negatif"
"2896","pertumpahan darah","negatif"
"2897","pertunjukkan","negatif"
"2898","perubahan","negatif"
"2899","perusak","negatif"
"2900","pesimis","negatif"
"2901","pesimisme","negatif"
"2902","pesimistis","negatif"
"2903","pesta","negatif"
"2904","pesta besar","negatif"
"2905","pesuruh","negatif"
"2906","petualangan","negatif"
"2907","PHK","negatif"
"2908","picik","negatif"
"2909","picketed","negatif"
"2910","pidana","negatif"
"2911","piket","negatif"
"2912","pikun","negatif"
"2913","pilih-pilih","negatif"
"2914","pimpinan salah","negatif"
"2915","pincang","negatif"
"2916","pingsan","negatif"
"2917","pisah","negatif"
"2918","pisau","negatif"
"2919","piuh","negatif"
"2920","plin-plan","negatif"
"2921","polusi","negatif"
"2922","prasangka","negatif"
"2923","pratfall","negatif"
"2924","prihatin","negatif"
"2925","primitif","negatif"
"2926","propaganda","negatif"
"2927","protes","negatif"
"2928","provokasi","negatif"
"2929","provokatif","negatif"
"2930","pucat","negatif"
"2931","pukulan","negatif"
"2932","punah","negatif"
"2933","punk","negatif"
"2934","pura-pura","negatif"
"2935","pusing","negatif"
"2936","putus","negatif"
"2937","putus asa","negatif"
"2938","racun","negatif"
"2939","radikal","negatif"
"2940","Radikal","negatif"
"2941","radikalisasi","negatif"
"2942","ragu","negatif"
"2943","ragu-ragu","negatif"
"2944","raksasa","negatif"
"2945","ramai","negatif"
"2946","rambut rontok","negatif"
"2947","rampasan","negatif"
"2948","rantingly","negatif"
"2949","rants","negatif"
"2950","rapuh","negatif"
"2951","rasa bersalah","negatif"
"2952","rasa cemas","negatif"
"2953","rasa gelisah","negatif"
"2954","rasa sakit","negatif"
"2955","rasa suram","negatif"
"2956","rasa tidak berterimakasih","negatif"
"2957","rasa tidak enak","negatif"
"2958","rasis","negatif"
"2959","rasisme","negatif"
"2960","reaksioner","negatif"
"2961","rebusan","negatif"
"2962","redundansi","negatif"
"2963","redup","negatif"
"2964","relevan","negatif"
"2965","remang","negatif"
"2966","remang-remang","negatif"
"2967","remeh","negatif"
"2968","remehkan","negatif"
"2969","rendah","negatif"
"2970","rendah dinilai","negatif"
"2971","rendahan","negatif"
"2972","rentan","negatif"
"2973","represi","negatif"
"2974","represif","negatif"
"2975","reruntuhan","negatif"
"2976","resah","negatif"
"2977","resesi","negatif"
"2978","retak","negatif"
"2979","retorik","negatif"
"2980","retoris","negatif"
"2981","rewel","negatif"
"2982","reyot","negatif"
"2983","ribet","negatif"
"2984","ribut","negatif"
"2985","rintik","negatif"
"2986","risiko","negatif"
"2987","riuh","negatif"
"2988","roboh","negatif"
"2989","rongsokan","negatif"
"2990","ruam","negatif"
"2991","rumah kaca","negatif"
"2992","rumit","negatif"
"2993","rumor","negatif"
"2994","runtuh","negatif"
"2995","rusak","negatif"
"2996","rusuh","negatif"
"2997","sabotase","negatif"
"2998","sakit","negatif"
"2999","sakit dirancang","negatif"
